pc4,stedelijkheid,mgr_mean,PercentageTrees,PercentageBushes,PercentageGrass
7973,5,3.151059323,54.24,8.06,38.18
7974,5,4.047467555,55.88,7.85,38.91
7975,5,2.892786603,53.5,8.15,34.72
7981,5,2.710527706,66.93,6.78,21.28
7983,5,2.694212159,55.0,8.23,37.55
7984,5,3.194062278,39.0,7.55,38.7
7985,5,2.853899343,64.21,8.36,23.78
7986,5,2.836160846,51.61,9.04,33.26
7991,5,2.847368978,56.96,7.89,34.2
8011,1,4.448790476,30.37,7.25,23.5
8012,1,4.201257742,25.66,7.87,29.97
8013,3,4.391955077,24.89,7.78,37.39
8014,2,3.869267088,34.06,8.25,30.03
8015,4,3.428267117,40.5,10.36,46.0
8016,2,3.327830504,20.54,8.62,41.67
8017,2,3.946969138,27.62,8.36,43.83
8019,4,4.676107343,42.56,8.8,38.31
8021,1,4.519393669,25.84,6.33,21.65
8022,1,4.505717437,30.99,7.09,30.51
8023,1,4.270965547,24.78,9.1,26.69
8024,4,3.894794678,38.05,7.58,40.85
8025,3,4.497967097,27.87,7.62,43.07
8026,5,3.583919407,46.75,8.06,46.23
8028,5,4.26007869,29.12,8.21,44.16
8031,2,3.761600304,33.19,8.94,40.6
8032,2,3.860357362,28.0,8.58,32.97
8033,3,3.471632897,23.02,8.59,34.14
8034,5,3.452176669,41.21,8.63,47.91
8035,5,3.870657032,31.58,8.24,51.48
8041,4,5.039071751,29.56,7.63,43.34
8042,3,3.760118766,22.5,7.96,48.86
8043,2,3.728338667,14.67,7.08,40.18
8044,4,3.573167121,15.77,4.99,51.78
8045,5,3.544048071,30.07,7.76,56.8
8051,4,3.90731488,50.53,8.5,38.11
8052,4,3.770379272,12.89,6.94,38.41
8055,5,3.368874419,46.69,9.51,42.88
8061,4,3.477638446,27.33,8.56,50.44
8064,4,3.383611968,29.53,12.26,56.96
8066,5,2.930891446,30.55,14.14,71.21
8071,3,3.611604006,47.01,8.37,41.1
8072,3,3.636760186,57.59,8.53,36.67
8075,5,3.034784727,61.36,8.08,43.36
8076,5,2.91791578,58.99,9.31,42.32
8077,5,3.534577294,58.84,7.86,36.75
8079,5,2.998971298,25.55,7.63,72.95
8081,4,3.799653734,26.97,7.95,52.04
8082,4,3.68033112,18.96,4.77,45.89
8084,4,3.552396651,49.51,8.41,47.67
8085,5,3.371539357,43.03,9.04,52.68
8091,4,3.670870283,49.66,8.13,43.92
8094,5,4.117942962,45.05,9.25,43.18
8095,5,3.618285684,53.69,9.05,53.88
8096,5,3.509910398,47.9,7.54,49.2
8097,5,3.111412573,27.54,6.96,71.45
8101,3,3.623133706,39.93,6.78,44.71
8102,3,3.534068461,47.79,7.1,38.77
8103,4,3.859774233,21.44,7.21,36.91
8105,5,3.206065727,43.98,7.3,43.83
8106,5,3.499938221,37.93,6.74,52.85
8107,5,3.327433645,46.63,7.16,40.07
8111,5,3.244804413,51.64,7.46,38.54
8112,5,3.356086306,42.7,6.53,45.39
8121,4,3.272188135,46.41,8.56,46.52
8124,5,3.401708099,51.98,7.26,40.91
8131,4,3.292987401,40.42,7.87,44.43
8141,4,3.432211323,49.9,7.01,35.44
8144,5,3.240375471,31.27,9.94,52.21
8146,5,3.32180657,37.86,7.18,53.65
8147,5,3.05908415,60.98,6.97,28.61
8148,5,3.07380119,53.26,8.52,40.23
8151,5,3.235123251,35.83,7.48,46.52
8152,5,3.341698765,31.93,6.71,47.88
8153,5,3.440115583,34.5,8.27,63.07
8154,5,3.239833108,41.68,5.95,44.55
8161,4,3.625958223,50.42,8.43,41.28
8162,4,3.098245442,58.48,7.84,43.37
8166,5,3.175938256,54.19,8.21,46.2
8167,5,3.289869146,25.67,7.75,57.15
8171,4,3.181280701,53.97,7.62,39.54
8172,4,3.316079676,37.35,8.93,47.55
8181,4,3.430873402,52.11,8.38,44.74
8191,5,3.294295227,55.42,9.17,35.25
8193,5,3.29292173,25.11,7.85,56.13
8194,5,3.256665578,24.76,8.78,61.03
8196,5,3.310236374,27.97,8.42,60.27
8198,5,3.202439893,26.27,7.6,58.88
8211,5,4.198671121,49.05,9.46,42.82
8212,4,3.629986934,40.8,9.31,39.99
8218,5,3.531809559,40.74,8.98,67.6
8219,5,3.515564041,50.29,9.97,49.09
8221,5,3.873030267,46.45,13.38,51.38
8222,5,3.61531906,52.23,11.54,40.37
8223,3,3.844772221,44.63,8.18,43.06
8224,2,3.696563413,31.67,9.09,40.61
8225,2,3.550115055,39.87,8.53,37.77
8226,2,3.997019954,25.12,9.51,41.44
8231,2,3.446768256,53.14,11.23,34.4
8232,2,3.897621964,23.4,8.39,41.89
8233,2,3.911759983,28.55,9.65,50.24
8239,4,4.098954661,26.88,9.5,54.11
8241,5,3.527938806,31.38,9.62,56.03
8242,3,3.70466514,25.26,12.58,49.18
8243,3,4.324265202,24.35,9.32,45.56
8244,4,3.485939347,21.79,10.14,45.83
8245,4,3.331910639,51.02,8.02,47.98
8251,3,3.178478677,53.49,8.95,45.56
8252,4,3.435626792,34.7,9.75,45.93
8253,4,3.621955752,19.82,7.95,52.05
8254,3,3.896402857,40.33,6.5,47.08
8255,4,3.245807696,44.37,8.85,50.6
8256,5,3.140566724,44.54,11.5,48.13
8261,2,3.772174223,29.55,7.25,40.32
8262,2,3.642607861,14.98,6.2,35.87
8263,4,3.616644418,18.94,7.03,60.44
8264,2,3.914146647,24.33,7.84,47.24
8265,2,3.766920696,23.49,7.53,58.02
8266,3,3.603512033,19.63,8.13,44.45
8267,4,3.063319303,27.6,7.84,71.76
8269,5,3.205334568,3.31,1.99,74.44
8271,3,3.496182506,19.08,7.94,57.54
8274,5,3.459481292,25.0,9.1,67.8
8275,5,3.623855614,25.29,8.12,51.02
8276,5,3.620594009,27.32,9.55,58.57
8277,5,3.456225699,16.44,7.77,65.95
8278,5,3.502688277,26.35,6.76,71.73
8281,4,3.194910252,24.96,7.01,49.85
8291,5,3.104090334,23.57,7.84,51.73
8293,5,3.146450352,24.79,7.22,54.92
8294,5,3.172215185,28.02,7.0,49.15
8301,2,3.782758391,27.66,5.61,32.27
8302,3,3.280139202,34.44,9.31,43.52
8303,3,3.169542445,35.31,7.44,38.82
8304,4,3.817412149,30.2,7.76,46.44
8305,5,3.479331614,33.04,8.35,56.11
8307,5,3.140487061,33.17,7.18,56.29
8308,5,3.284708054,34.44,8.25,54.93
8309,5,3.182776684,36.08,8.03,51.16
8311,5,2.923305216,33.99,6.94,46.29
8312,5,2.873113823,35.51,7.04,49.36
8313,5,3.143223263,40.77,8.57,47.47
8314,5,3.194176665,41.98,9.65,49.17
8315,5,3.00992351,46.25,8.11,45.93
8316,5,3.045508167,43.66,8.08,48.46
8317,5,2.930932358,49.64,8.29,43.69
8319,5,2.96934779,45.3,12.33,48.59
8321,3,3.528623296,43.37,9.32,40.58
8322,3,3.313681394,39.38,8.08,47.99
8323,-99997,3.191636811,0.0,4.39,66.53
8325,4,3.188411997,29.88,7.59,57.39
8326,5,2.966280507,33.4,11.3,64.33
8331,3,3.667364981,29.11,8.26,38.38
8332,4,3.65207446,23.57,9.34,51.01
8333,5,3.549124099,28.95,5.47,45.45
8334,5,3.548708794,41.07,8.8,40.51
8335,5,3.682950037,29.1,8.67,54.59
8336,5,3.23148121,49.52,8.44,45.41
8337,5,3.543964741,46.05,8.15,39.03
8338,5,3.587665913,41.19,8.81,43.78
8339,5,3.215389185,33.37,9.05,53.25
8341,5,3.028077992,32.58,8.44,49.39
8342,5,2.907830363,40.34,9.42,47.62
8343,4,2.993974774,25.79,11.73,58.04
8344,5,3.500538182,42.49,8.42,51.03
8345,5,3.20933833,44.39,9.44,49.35
8346,5,3.392057664,57.1,9.08,32.46
8347,5,2.868819311,60.37,7.78,35.36
8351,5,2.820529863,42.39,11.07,52.65
8355,5,2.927907805,31.77,11.73,60.41
8356,5,2.9775154,25.32,7.61,64.24
8361,5,2.800408958,28.9,7.51,76.95
8362,5,2.800117407,23.44,9.72,77.92
8363,5,3.070223318,34.21,15.47,55.96
8371,5,2.86130608,34.43,14.09,53.02
8372,5,2.94621749,24.79,11.08,67.22
8373,5,2.824822192,23.76,9.58,80.49
8374,5,2.995639858,25.5,6.83,63.0
8375,5,2.982218683,25.5,8.04,56.37
8376,5,2.783543665,27.47,16.95,69.4
8377,5,2.6710053,27.42,18.07,67.02
8378,5,2.979394233,40.93,9.41,45.12
8381,5,2.74420275,56.68,7.91,37.96
8382,5,2.985058101,55.51,7.53,37.88
8383,5,2.802952044,50.38,8.61,45.16
8384,5,2.866114644,45.46,8.86,41.43
8385,5,2.699817307,49.28,7.39,41.81
8386,5,2.659498688,57.63,7.61,34.84
8387,5,2.600292251,65.78,6.41,21.96
8388,5,2.799405581,43.25,7.29,48.06
8389,5,2.838558177,47.51,9.03,49.61
8391,5,2.874594595,49.97,7.72,40.32
8392,5,2.710905116,44.42,6.96,46.86
8393,5,2.873592663,39.57,7.65,47.65
8394,5,2.920310176,41.27,8.93,51.62
8395,5,2.897430354,37.13,13.43,45.32
8396,5,3.887607713,48.37,15.35,38.27
8397,5,3.826432365,35.54,7.72,44.36
8398,5,2.946627157,50.56,7.75,44.02
8401,4,3.146901062,29.03,7.57,45.35
8403,5,2.873241051,32.66,7.93,49.54
8404,5,3.109454219,36.41,7.51,52.85
8405,5,3.796873565,43.18,8.23,48.89
8406,5,3.032747034,40.3,8.57,53.61
8407,5,3.420360954,40.95,8.0,58.62
8408,5,2.872945561,44.64,7.92,38.31
8409,5,2.742134593,52.53,8.02,43.06
8411,5,2.87339599,41.14,7.98,45.2
8412,5,2.91886164,47.12,7.42,40.64
8413,5,2.892808004,48.9,7.91,38.33
8414,5,2.882834903,41.72,7.07,44.51
8415,5,2.833675692,47.9,7.21,36.33
8421,5,2.940590445,52.71,7.56,43.93
8422,5,2.87723899,54.96,8.37,34.14
8423,5,3.006958034,49.15,8.31,43.99
8424,5,2.747943003,48.74,10.2,41.57
8425,5,2.842693944,46.3,7.95,44.83
8426,5,2.862259419,54.14,8.36,36.46
8427,5,2.595980326,56.55,9.45,31.28
8428,5,2.66908673,39.91,9.69,48.19
8431,4,3.120598123,44.24,7.36,39.97
8432,5,2.888749196,50.87,7.42,35.69
8433,5,2.958309122,37.13,7.88,43.74
8434,5,2.925221205,36.1,7.41,47.18
8435,5,3.065144586,45.99,7.13,45.14
8437,5,2.651452739,58.55,7.37,27.97
8438,5,2.635823984,49.04,10.03,38.24
8439,5,2.592848326,55.39,8.95,29.12
8441,2,4.471902876,35.38,9.26,49.03
8442,2,3.61203892,22.6,6.35,35.34
8443,3,3.798037859,30.44,8.0,44.44
8444,4,4.098854933,31.36,6.56,51.82
8445,4,3.378621984,35.06,9.24,50.74
8446,2,3.470917838,26.11,7.52,36.63
8447,3,4.683222672,23.0,9.17,49.3
8448,4,3.96222521,22.58,8.65,55.18
8449,5,3.362066225,36.22,10.92,54.36
8451,5,3.603553205,55.96,7.04,37.23
8452,5,2.993365763,46.1,8.24,39.41
8453,4,2.982994895,59.99,7.57,31.15
8454,5,3.056434537,45.38,7.62,37.62
8455,5,2.842987751,52.62,8.46,43.04
8456,5,2.958246607,41.26,8.55,43.35
8457,5,2.946582549,33.78,10.32,57.24
8458,5,3.074436461,37.78,11.67,52.74
8459,5,3.067029524,30.74,13.4,51.0
8461,5,3.006548357,29.53,8.22,57.41
8462,5,2.791125935,34.99,9.46,65.27
8463,5,2.886742055,22.82,13.5,62.52
8464,5,2.971887236,34.19,13.71,52.95
8465,5,3.534504318,29.63,9.26,54.65
8466,4,3.384337682,33.49,8.85,49.73
8467,5,3.071949277,22.77,6.76,65.82
8468,5,3.922081066,26.73,9.43,57.95
8469,5,3.881958158,25.57,13.19,50.17
8471,3,3.378649617,31.88,9.52,41.92
8472,4,3.546355222,22.21,7.39,47.69
8474,5,3.334831953,46.46,11.45,42.79
8475,5,2.921253655,48.09,8.85,47.15
8476,5,2.987050093,39.37,7.47,52.23
8477,5,3.676849773,34.75,7.51,59.91
8478,5,2.964934344,41.61,7.26,44.54
8479,5,2.990968467,39.29,7.26,57.73
8481,5,2.902416546,25.54,12.47,69.2
8482,5,3.0342033,25.79,9.05,66.42
8483,5,2.978777816,28.13,8.86,65.78
8484,5,2.913526559,30.86,8.71,66.79
8485,5,2.874241255,26.62,12.12,63.53
8486,5,2.796951734,26.79,9.69,68.44
8487,5,2.87846466,26.38,10.42,68.85
8488,5,3.162546456,34.25,7.54,57.77
8489,5,3.51334954,26.28,6.85,59.84
8491,4,3.721787216,21.46,8.65,55.49
8493,5,2.852745021,26.22,10.75,52.48
8494,5,3.234598925,21.29,8.65,64.23
8495,5,3.01440166,24.96,9.6,60.97
8497,5,2.788499549,23.25,10.5,68.55
8501,3,3.239971264,26.88,7.66,46.91
8502,4,3.47777895,19.23,8.7,44.51
8503,5,3.652935781,27.67,11.55,61.67
8505,5,3.003826586,31.05,8.96,59.62
8506,5,3.578985298,49.97,8.67,43.72
8507,5,2.812024037,23.51,13.23,64.88
8508,5,2.815822268,24.87,7.98,61.05
8511,5,2.697890159,24.22,7.71,60.29
8512,5,3.128835709,26.83,8.47,64.34
8513,5,3.383921358,35.2,8.91,51.59
8514,5,3.158710669,24.25,7.83,60.88
8515,5,3.254658746,29.61,13.33,60.26
8516,5,3.358995702,22.73,8.59,70.27
8517,5,3.768302425,34.92,7.57,56.12
8521,5,3.399194321,47.87,9.34,43.55
8522,5,2.989739414,27.04,8.43,63.4
8523,5,2.867999936,25.41,8.98,56.09
8524,5,2.821943008,28.84,10.49,57.35
8525,5,2.990496164,28.59,10.32,52.5
8526,5,3.338306841,20.61,9.41,63.67
8527,5,2.888753738,47.68,10.9,50.71
8528,5,2.82103942,27.16,9.98,58.66
8529,5,2.986309784,22.72,9.51,64.81
8531,4,3.29163534,26.75,8.6,54.93
8532,4,3.151154328,8.52,7.49,35.22
8534,5,3.280534502,31.58,8.17,69.22
8535,5,3.140179854,23.51,8.27,71.56
8536,5,3.308648653,22.46,9.0,60.8
8537,5,3.012383124,23.28,7.58,61.75
8538,5,2.903223392,27.35,7.31,68.14
8539,5,2.868604213,24.53,8.0,62.03
8541,5,2.949342878,21.02,10.28,65.89
8542,5,2.884806689,25.58,9.0,54.9
8551,5,3.351042998,14.57,9.57,48.35
8552,5,2.903872928,20.19,8.07,62.06
8553,5,2.731794431,24.3,7.13,61.97
8554,5,2.968086928,27.77,6.46,61.7
8556,5,2.765500404,22.69,8.37,61.54
8561,4,2.974377787,24.69,8.84,48.63
8563,5,2.917250668,36.77,8.57,61.77
8564,5,2.956043847,66.91,8.98,27.3
8565,5,3.001050171,46.73,8.45,53.96
8566,5,2.777403826,59.16,8.19,40.2
8567,5,2.75712539,65.33,6.66,34.89
8571,5,3.02563221,55.77,8.9,44.84
8572,5,2.940575307,67.84,7.86,31.66
8573,5,2.752739687,55.75,9.26,53.8
8574,5,2.950891904,32.6,9.77,49.24
8581,5,2.777477443,24.42,7.32,65.43
8582,5,2.805273524,23.65,8.23,68.88
8583,5,2.957411851,32.35,7.2,63.41
8584,5,3.038805759,32.31,9.0,60.78
8601,2,4.544012608,23.54,7.63,47.58
8602,2,3.53825789,21.83,7.7,53.15
8603,2,3.659796256,29.67,8.12,39.39
8604,3,3.63333223,18.22,8.57,51.23
8605,2,3.715834394,22.9,8.49,43.83
8606,2,4.410619824,27.78,7.88,49.66
8607,3,3.59335332,16.03,7.03,49.35
8608,3,3.73817215,24.54,7.56,48.12
8611,5,2.804780846,17.57,7.12,63.21
8612,5,2.80215731,18.06,5.39,71.39
8613,5,2.82868553,19.7,4.94,67.15
8614,5,2.937393391,21.0,7.21,66.95
8615,5,2.928140346,20.31,7.71,56.22
8616,5,2.891878868,24.86,6.7,64.03
8617,5,2.899230034,23.3,6.78,62.95
8618,5,3.054668101,23.23,7.07,67.5
8621,5,2.889704949,23.2,7.83,55.68
8622,5,3.004051695,22.91,8.22,63.82
8623,5,3.066259267,24.21,7.33,65.95
8624,5,3.279996949,25.43,9.11,63.74
8625,5,3.646207064,23.22,8.37,63.49
8626,5,2.896658843,26.84,9.24,62.58
8627,5,2.911176178,21.98,8.13,52.94
8628,5,3.060765289,28.02,7.41,57.51
8629,5,3.167597418,21.77,8.03,57.63
8631,5,3.253126918,23.24,7.68,64.43
8632,5,2.912967703,21.82,7.28,58.18
8633,5,3.366505074,28.31,7.82,52.84
8635,5,3.05643805,23.63,6.82,60.52
8636,5,3.034801503,26.92,6.35,57.45
8637,5,3.059073766,20.82,7.52,62.69
8641,5,2.841098345,21.28,6.68,60.79
8642,5,2.918258634,27.9,5.58,62.14
8644,5,3.245985614,27.64,6.38,56.93
8647,5,2.943921221,25.86,9.4,57.44
8651,5,3.233169149,20.24,8.28,56.17
8658,5,2.846510825,24.19,7.66,66.84
8701,3,3.936055028,26.34,7.3,48.56
8702,4,3.415144544,11.77,8.35,46.28
8711,4,2.983845287,19.92,8.02,59.63
8713,5,2.890680967,16.0,10.3,65.75
8715,5,2.90301041,21.5,9.57,54.57
8721,5,2.854701659,25.07,9.29,66.17
8722,5,2.90806417,24.85,7.82,63.93
8723,5,3.083155098,26.72,9.52,62.3
8724,5,2.799458487,27.13,7.33,62.69
8731,5,3.162847126,19.21,7.96,58.04
8732,5,2.955543015,26.25,6.83,59.7
8733,5,3.078652708,25.33,7.61,58.19
8734,5,2.919206595,21.62,7.42,56.31
8735,5,2.921057548,23.4,7.55,60.97
8736,5,2.850433055,21.13,6.97,64.07
8737,5,2.976346543,23.91,6.82,63.33
8741,5,2.987879878,28.16,6.59,60.23
8742,5,3.071552888,25.29,7.08,60.91
8743,5,3.340502437,27.12,8.2,59.89
8744,5,3.393339915,23.86,6.78,60.51
8745,5,3.306658632,28.39,7.98,60.52
8746,5,3.171122105,24.53,7.42,59.12
8747,5,3.393764397,25.84,7.93,60.04
8748,5,3.153966696,32.5,7.89,52.03
8749,5,3.014467318,26.35,8.34,56.69
8751,5,3.762129383,37.87,11.31,58.15
8752,5,4.531434403,12.19,11.77,44.01
8753,5,3.088477085,23.08,9.1,60.7
8754,5,2.920977933,18.17,8.97,59.67
8755,5,2.900586145,20.0,6.76,62.85
8756,5,2.703097771,20.29,23.06,75.5
8757,5,2.830230618,18.54,13.63,69.18
8758,5,2.86690846,24.03,6.4,63.52
8759,5,3.037205036,18.75,6.52,61.33
8761,5,2.893065991,25.83,6.94,62.36
8762,5,2.92428727,18.83,9.14,66.51
8763,5,3.174563376,20.79,7.1,64.36
8764,5,2.919179635,22.29,8.3,65.22
8765,5,3.150811564,23.05,6.47,64.92
8766,5,4.411255383,22.64,7.04,48.91
8771,5,3.29970595,25.55,7.7,60.01
8772,5,3.495332697,32.56,7.08,60.19
8773,5,3.517006547,23.94,7.27,67.2
8774,5,3.206547726,24.66,6.43,56.89
8775,5,2.889023823,25.89,5.54,72.21
8801,3,3.746216486,25.18,7.71,50.38
8802,4,3.864715076,25.1,8.95,46.4
8804,5,2.943582488,27.19,7.19,59.93
8805,5,3.042745749,26.14,7.47,71.68
8806,5,2.918945226,24.68,7.2,60.23
8807,5,3.625848711,24.72,8.25,55.46
8808,5,3.325617848,21.26,8.07,48.31
8809,5,3.123213625,24.66,8.16,51.07
8811,5,2.970955626,25.66,9.6,51.64
8812,5,3.259475862,28.28,8.22,55.65
8813,5,3.529954803,29.97,8.21,52.46
8814,5,3.381492741,24.96,7.35,64.85
8816,5,3.485119355,29.84,9.17,59.6
8821,5,3.181497724,27.65,9.05,51.47
8822,5,2.942751084,35.81,7.27,54.28
8823,5,2.905663727,26.88,7.28,57.9
8831,5,3.280926746,22.47,6.5,55.89
8832,5,3.228894721,29.36,8.05,60.47
8833,5,3.014961581,26.49,5.33,57.05
8834,5,2.987715109,26.83,7.04,62.5
8835,5,3.016584647,21.25,7.39,59.98
8841,5,3.061857933,21.73,6.93,59.16
8842,5,3.070049524,22.64,6.83,56.82
8843,5,3.086695611,25.4,7.07,56.4
8844,5,2.85403316,29.99,6.28,56.49
8845,5,2.927115265,24.26,6.04,59.43
8851,5,2.888069527,26.75,8.99,50.66
8852,5,2.849755424,26.96,8.43,55.69
8853,5,3.032117621,24.3,8.16,55.19
8854,5,2.836719775,23.4,7.89,55.35
8855,5,3.040999125,26.41,7.95,52.91
8856,5,2.974014453,30.3,7.55,50.63
8857,5,3.441861052,25.79,9.98,53.42
8861,3,3.986145436,19.41,7.19,43.79
8862,3,3.227591237,20.58,8.71,46.92
8871,5,4.325951383,44.15,9.11,49.72
8872,5,4.172910011,27.65,9.21,50.62
8881,5,2.773339112,52.36,11.97,72.44
8882,5,3.117318666,29.41,12.21,78.42
8883,5,3.199943981,21.8,11.0,82.68
8884,5,2.989772366,17.8,11.37,80.37
8885,5,2.888315414,9.04,8.3,77.75
8891,5,2.768142586,26.22,11.32,79.95
8892,5,2.748399517,13.17,11.65,78.94
8893,5,2.761056224,20.31,12.65,80.14
8894,5,2.678540384,57.27,9.11,70.56
8895,5,2.750698662,54.18,9.85,64.59
8896,5,2.543087995,63.01,10.03,67.77
8897,5,2.470527199,19.14,18.0,91.49
8899,5,2.393544956,52.61,11.95,75.94
8911,1,4.204295923,28.49,5.26,25.79
8912,4,3.94047754,22.56,6.09,60.91
8913,1,4.187342868,17.85,7.53,21.83
8914,2,4.009278686,18.89,6.26,56.17
8915,2,3.48125947,26.84,7.98,38.87
8916,1,3.862856405,16.32,8.0,24.98
8917,1,3.84865523,30.93,7.21,35.13
8918,1,3.426578921,29.64,7.26,37.35
8919,3,3.044799339,37.15,10.39,71.29
8921,1,3.891887395,20.11,7.15,28.47
8922,1,3.855492472,16.39,7.32,26.35
8923,2,3.830965454,18.94,6.09,35.87
8924,2,4.065832323,30.17,6.78,47.17
8925,3,3.885951371,18.22,8.58,33.63
8926,3,3.340053958,34.52,10.16,52.06
8927,4,3.566457082,10.69,5.99,51.1
8931,2,3.793219602,27.55,6.89,45.78
8932,1,3.838110933,24.77,7.29,25.59
8933,1,4.04680455,20.39,7.64,32.75
8934,1,3.970133728,27.61,7.24,32.5
8935,2,3.871612685,22.61,8.97,33.14
8936,2,4.203225059,28.4,8.27,36.91
8937,2,4.119229295,25.37,7.28,39.4
8938,4,5.497747254,40.63,7.18,38.79
8939,4,3.803742453,15.14,11.21,55.98
8941,5,3.753336358,20.65,6.24,57.04
9001,4,3.159951781,24.73,9.54,56.37
9003,5,2.966186073,26.2,20.46,49.29
9004,5,3.33769353,19.96,6.93,60.19
9005,5,3.146540609,19.93,6.4,57.03
9006,5,3.161421564,17.32,6.12,54.18
9007,5,4.009581304,26.0,21.17,59.19
9008,5,3.342682403,24.86,7.2,58.2
9009,5,3.237428029,25.33,5.44,54.87
9011,5,3.147987301,26.74,8.12,58.46
9012,5,3.137668865,27.76,6.57,57.71
9013,5,2.972446012,29.08,7.48,56.98
9014,5,2.914409475,24.08,6.93,58.14
9021,5,2.933738268,23.65,6.16,62.54
9022,5,2.974711221,21.9,8.14,57.13
9023,5,2.950806278,23.25,6.75,59.6
9024,5,2.971309241,25.28,6.96,55.02
9025,5,3.075816023,22.56,7.74,64.67
9026,5,3.40168496,25.33,8.21,57.3
9027,5,3.142483287,22.25,7.01,63.06
9031,5,3.603817952,23.28,7.96,60.26
9032,5,3.079203754,23.32,6.95,58.95
9033,5,3.279322442,22.3,7.85,60.03
9034,5,3.546815209,29.22,7.21,60.85
9035,5,3.274393683,24.08,8.24,56.03
9036,5,3.241002271,23.73,9.44,52.85
9037,5,2.897704519,28.24,7.23,60.17
9038,5,3.142399118,23.65,7.64,55.31
9041,5,3.128849614,24.42,8.31,53.75
9043,5,3.08976752,26.12,8.99,56.29
9044,5,3.486044024,26.94,7.73,48.86
9045,5,3.132093666,26.69,7.34,56.9
9047,5,2.881048433,27.32,7.65,52.29
9051,4,3.028746236,24.28,9.02,50.57
9053,5,3.083527883,24.39,7.95,54.35
9054,5,3.000190643,25.18,8.87,59.4
9055,5,2.909566083,22.37,7.57,55.41
9056,5,2.993819996,32.44,6.97,55.72
9057,5,3.025536477,36.1,8.47,56.36
9061,5,2.945556324,34.19,7.92,46.42
9062,5,2.954385703,38.03,7.97,45.84
9063,5,2.936304867,36.62,8.07,49.6
9064,5,2.956496264,43.31,8.4,50.27
9067,5,2.955610481,28.41,7.18,60.16
9071,5,2.949456708,29.02,7.86,55.12
9072,5,2.859544569,22.71,8.26,47.13
9073,5,2.719836027,23.57,8.08,56.81
9074,5,2.970011149,24.67,7.52,57.58
9075,5,2.683680337,22.94,7.89,64.35
9076,5,2.538004032,25.65,8.01,52.59
9077,5,2.989877295,27.2,7.57,58.01
9078,5,2.755789222,27.11,7.5,57.68
9079,5,2.71525554,27.58,8.26,53.38
9081,5,3.137099798,24.09,7.12,54.05
9082,5,2.919080184,31.27,6.63,53.44
9083,3,3.171065125,23.98,10.38,51.78
9084,4,3.577843157,25.41,8.46,44.71
9085,4,3.607589588,22.91,6.53,55.96
9086,5,3.378165896,31.36,11.2,63.11
9087,5,3.235977986,24.12,6.47,59.05
9088,5,3.862852036,24.21,7.2,56.94
9089,5,3.249790468,24.43,6.28,56.64
9091,5,2.876902387,25.17,8.33,58.3
9101,3,3.492227118,26.31,7.63,43.99
9102,4,3.180440157,20.59,9.42,39.51
9103,4,3.412471892,22.95,9.63,48.29
9104,4,3.181018844,30.7,8.84,46.9
9105,5,2.983121857,31.24,8.94,65.18
9106,5,2.922823367,23.69,8.33,56.97
9107,5,2.885647152,31.78,7.68,65.38
9108,5,2.931599366,25.27,8.37,55.41
9109,5,3.297522358,25.55,9.28,67.93
9111,5,3.134825475,22.61,6.89,60.04
9112,5,3.015760266,21.61,7.88,58.01
9113,5,3.113800957,28.64,8.42,55.62
9114,5,2.943548567,31.42,8.01,56.29
9121,5,3.090911342,32.41,6.88,60.38
9122,5,3.143641089,29.47,6.88,59.69
9123,5,3.084702846,30.62,9.28,51.61
9124,5,2.967043073,26.69,5.99,60.55
9125,5,3.153497136,24.24,8.15,58.32
9131,5,2.902675742,26.25,7.46,58.81
9132,5,2.862955655,25.99,6.95,65.98
9133,5,2.8578028,23.96,7.68,70.92
9134,5,2.780984572,25.32,8.15,57.5
9135,5,2.921054246,26.3,7.14,61.84
9136,5,2.753779474,22.83,8.5,55.41
9137,5,2.905276194,30.09,8.03,53.55
9138,5,3.03800811,23.01,7.87,60.34
9141,5,2.719811374,25.18,9.55,52.42
9142,5,2.739178668,31.07,10.15,53.67
9143,5,2.794988556,24.44,8.05,56.33
9144,5,2.841543242,29.95,7.97,58.13
9145,5,2.853054933,28.2,8.89,57.21
9146,5,2.836288849,28.98,7.33,61.16
9147,5,2.912605764,26.58,7.96,54.69
9148,5,2.944950244,26.69,7.58,65.93
9151,5,2.58825469,24.83,7.91,63.2
9152,5,3.03519749,30.56,8.03,59.8
9153,5,2.895788873,22.43,7.67,56.73
9154,5,2.969029931,26.4,7.53,63.06
9155,5,3.007876183,25.27,7.5,64.56
9156,5,3.228627452,25.37,7.81,60.24
9161,5,2.882318477,30.1,12.93,78.49
9162,5,2.588081821,34.85,13.33,80.75
9163,5,2.714345786,46.54,10.43,74.36
9164,5,2.747314792,24.82,13.4,89.73
9166,5,2.437408793,30.33,16.62,81.8
9171,5,2.966139975,22.51,7.45,64.26
9172,5,2.647221338,28.25,8.59,55.74
9173,5,3.000349561,30.13,7.99,65.65
9174,5,3.088456501,24.63,7.71,62.3
9175,5,2.994320536,24.76,7.59,64.45
9176,5,3.004946755,21.01,7.32,71.21
9177,5,2.97111894,28.54,6.88,58.77
9178,5,3.009709327,26.05,7.92,58.23
9201,2,4.25257535,26.98,6.9,33.94
9202,2,4.114386864,27.99,7.54,43.95
9203,2,3.894786313,30.98,7.46,39.55
9204,3,3.962832205,33.16,7.6,40.37
9205,4,3.515950744,29.25,7.91,32.9
